tabela,coluna,antes,depois,ocorrencias,motivo
endereco,logradouro,"R. XV de Novembro, 3351","Rua Xv de Novembro, 3351",3,abreviação expandida
endereco,logradouro,"R. XV de Novembro, 3311","Rua Xv de Novembro, 3311",3,abreviação expandida
endereco,logradouro,"R. XV de Novembro, 3246","Rua Xv de Novembro, 3246",3,abreviação expandida
endereco,logradouro,"R. XV de Novembro, 2901","Rua Xv de Novembro, 2901",3,abreviação expandida
endereco,logradouro,"R. Brasil, 239","Rua Brasil, 239",3,abreviação expandida
endereco,logradouro,"R. XV de Novembro, 2636","Rua Xv de Novembro, 2636",3,abreviação expandida
endereco,logradouro,"R. XV de Novembro, 2349","Rua Xv de Novembro, 2349",3,abreviação expandida
endereco,logradouro,"R. XV de Novembro, 2097","Rua Xv de Novembro, 2097",3,abreviação expandida
endereco,logradouro,"Rua XV de Novembro, 4330","Rua Xv de Novembro, 4330",3,caixa corrigida
endereco,logradouro,"R. Brasil, 2480","Rua Brasil, 2480",3,abreviação expandida
endereco,logradouro,"R. XV de Novembro, 1991","Rua Xv de Novembro, 1991",3,abreviação expandida
endereco,logradouro,"R. XV de Novembro, 1949","Rua Xv de Novembro, 1949",3,abreviação expandida
endereco,logradouro,"R. XV de Novembro, 1915","Rua Xv de Novembro, 1915",3,abreviação expandida
endereco,logradouro,"R. Brasil, 2537","Rua Brasil, 2537",3,abreviação expandida
endereco,logradouro,"R. XV de Novembro, 1639","Rua Xv de Novembro, 1639",3,abreviação expandida
endereco,logradouro,"R. XV de Novembro, 4914","Rua Xv de Novembro, 4914",3,abreviação expandida
endereco,logradouro,"R. XV de Novembro, 4828","Rua Xv de Novembro, 4828",3,abreviação expandida
endereco,logradouro,"R. XV de Novembro, 426","Rua Xv de Novembro, 426",3,abreviação expandida
endereco,logradouro,"R. XV de Novembro, 4204","Rua Xv de Novembro, 4204",3,abreviação expandida
endereco,logradouro,"R. Brasil, 202","Rua Brasil, 202",3,abreviação expandida
endereco,logradouro,"Rua XV de Novembro, 4296","Rua Xv de Novembro, 4296",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 4283","Rua Xv de Novembro, 4283",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 420","Rua Xv de Novembro, 420",3,caixa corrigida
endereco,logradouro,"R. XV de Novembro, 4152","Rua Xv de Novembro, 4152",3,abreviação expandida
endereco,logradouro,"R. XV de Novembro, 4075","Rua Xv de Novembro, 4075",3,abreviação expandida
endereco,logradouro,"R. XV de Novembro, 4067","Rua Xv de Novembro, 4067",3,abreviação expandida
endereco,logradouro,"R. XV de Novembro, 4066","Rua Xv de Novembro, 4066",3,abreviação expandida
endereco,logradouro,"R. XV de Novembro, 4028","Rua Xv de Novembro, 4028",3,abreviação expandida
endereco,logradouro,"R. XV de Novembro, 4026","Rua Xv de Novembro, 4026",3,abreviação expandida
endereco,logradouro,"R. XV de Novembro, 3579","Rua Xv de Novembro, 3579",3,abreviação expandida
endereco,logradouro,"R. das Flores, 21","Rua das Flores, 21",3,abreviação expandida
endereco,logradouro,"R. das Flores, 1929","Rua das Flores, 1929",3,abreviação expandida
endereco,logradouro,"R. das Flores, 1886","Rua das Flores, 1886",3,abreviação expandida
endereco,logradouro,"R. das Flores, 185","Rua das Flores, 185",3,abreviação expandida
endereco,logradouro,"R. das Flores, 1679","Rua das Flores, 1679",3,abreviação expandida
endereco,logradouro,"R. Brasil, 1654","Rua Brasil, 1654",3,abreviação expandida
endereco,logradouro,"R. das Flores, 141","Rua das Flores, 141",3,abreviação expandida
endereco,logradouro,"R. Brasil, 1657","Rua Brasil, 1657",3,abreviação expandida
endereco,logradouro,"Rua XV de Novembro, 4022","Rua Xv de Novembro, 4022",3,caixa corrigida
endereco,logradouro,"R. XV de Novembro, 952","Rua Xv de Novembro, 952",3,abreviação expandida
endereco,logradouro,"R. XV de Novembro, 817","Rua Xv de Novembro, 817",3,abreviação expandida
endereco,logradouro,"R. XV de Novembro, 574","Rua Xv de Novembro, 574",3,abreviação expandida
endereco,logradouro,"R. Brasil, 1845","Rua Brasil, 1845",3,abreviação expandida
endereco,logradouro,"R. das Flores, 2863","Rua das Flores, 2863",3,abreviação expandida
endereco,logradouro,"R. Brasil, 1284","Rua Brasil, 1284",3,abreviação expandida
endereco,logradouro,"R. Brasil, 1280","Rua Brasil, 1280",3,abreviação expandida
endereco,logradouro,"R. das Flores, 2662","Rua das Flores, 2662",3,abreviação expandida
endereco,logradouro,"R. Brasil, 131","Rua Brasil, 131",3,abreviação expandida
endereco,logradouro,"R. das Flores, 2605","Rua das Flores, 2605",3,abreviação expandida
endereco,logradouro,"R. das Flores, 2551","Rua das Flores, 2551",3,abreviação expandida
endereco,logradouro,"R. das Flores, 2539","Rua das Flores, 2539",3,abreviação expandida
endereco,logradouro,"Rua XV de Novembro, 4003","Rua Xv de Novembro, 4003",3,caixa corrigida
endereco,logradouro,"R. das Flores, 2522","Rua das Flores, 2522",3,abreviação expandida
endereco,logradouro,"R. Brasil, 1355","Rua Brasil, 1355",3,abreviação expandida
endereco,logradouro,"R. das Flores, 2357","Rua das Flores, 2357",3,abreviação expandida
endereco,logradouro,"R. das Flores, 224","Rua das Flores, 224",3,abreviação expandida
endereco,logradouro,"R. das Flores, 2218","Rua das Flores, 2218",3,abreviação expandida
endereco,logradouro,"R. das Flores, 2130","Rua das Flores, 2130",3,abreviação expandida
endereco,logradouro,"R. das Flores, 3457","Rua das Flores, 3457",3,abreviação expandida
endereco,logradouro,"R. das Flores, 3373","Rua das Flores, 3373",3,abreviação expandida
endereco,logradouro,"R. Brasil, 1142","Rua Brasil, 1142",3,abreviação expandida
endereco,logradouro,"R. das Flores, 3359","Rua das Flores, 3359",3,abreviação expandida
endereco,logradouro,"Rua XV de Novembro, 3781","Rua Xv de Novembro, 3781",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 3721","Rua Xv de Novembro, 3721",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 3686","Rua Xv de Novembro, 3686",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 3667","Rua Xv de Novembro, 3667",3,caixa corrigida
endereco,logradouro,"R. das Flores, 3116","Rua das Flores, 3116",3,abreviação expandida
endereco,logradouro,"R. das Flores, 3018","Rua das Flores, 3018",3,abreviação expandida
endereco,logradouro,"R. das Flores, 3014","Rua das Flores, 3014",3,abreviação expandida
endereco,logradouro,"R. das Flores, 2964","Rua das Flores, 2964",3,abreviação expandida
endereco,logradouro,"R. Brasil, 1239","Rua Brasil, 1239",3,abreviação expandida
endereco,logradouro,"R. Brasil, 1219","Rua Brasil, 1219",3,abreviação expandida
endereco,logradouro,"R. das Flores, 4563","Rua das Flores, 4563",3,abreviação expandida
endereco,logradouro,"R. das Flores, 4497","Rua das Flores, 4497",3,abreviação expandida
endereco,logradouro,"R. das Flores, 4424","Rua das Flores, 4424",3,abreviação expandida
endereco,logradouro,"R. das Flores, 4406","Rua das Flores, 4406",3,abreviação expandida
endereco,logradouro,"R. das Flores, 4381","Rua das Flores, 4381",3,abreviação expandida
endereco,logradouro,"R. das Flores, 4260","Rua das Flores, 4260",3,abreviação expandida
endereco,logradouro,"R. das Flores, 4223","Rua das Flores, 4223",3,abreviação expandida
endereco,logradouro,"R. das Flores, 4209","Rua das Flores, 4209",3,abreviação expandida
endereco,logradouro,"R. das Flores, 4178","Rua das Flores, 4178",3,abreviação expandida
endereco,logradouro,"R. das Flores, 4173","Rua das Flores, 4173",3,abreviação expandida
endereco,logradouro,"R. das Flores, 3914","Rua das Flores, 3914",3,abreviação expandida
endereco,logradouro,"R. das Flores, 3862","Rua das Flores, 3862",3,abreviação expandida
endereco,logradouro,"R. das Flores, 3807","Rua das Flores, 3807",3,abreviação expandida
endereco,logradouro,"R. das Flores, 3569","Rua das Flores, 3569",3,abreviação expandida
endereco,logradouro,"R. das Flores, 3463","Rua das Flores, 3463",3,abreviação expandida
endereco,logradouro,"R. Projetada, 2250","Rua Projetada, 2250",3,abreviação expandida
endereco,logradouro,"R. Projetada, 2212","Rua Projetada, 2212",3,abreviação expandida
endereco,logradouro,"R. Projetada, 2203","Rua Projetada, 2203",3,abreviação expandida
endereco,logradouro,"R. Projetada, 2025","Rua Projetada, 2025",3,abreviação expandida
endereco,logradouro,"R. Projetada, 1526","Rua Projetada, 1526",3,abreviação expandida
endereco,logradouro,"Rua XV de Novembro, 619","Rua Xv de Novembro, 619",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 55","Rua Xv de Novembro, 55",3,caixa corrigida
endereco,logradouro,"R. Projetada, 1200","Rua Projetada, 1200",3,abreviação expandida
endereco,logradouro,"R. Brasil, 3829","Rua Brasil, 3829",3,abreviação expandida
endereco,logradouro,"R. Projetada, 1173","Rua Projetada, 1173",3,abreviação expandida
endereco,logradouro,"R. Projetada, 1169","Rua Projetada, 1169",3,abreviação expandida
endereco,logradouro,"R. Projetada, 1153","Rua Projetada, 1153",3,abreviação expandida
endereco,logradouro,"Rua XV de Novembro, 1610","Rua Xv de Novembro, 1610",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 1493","Rua Xv de Novembro, 1493",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 1410","Rua Xv de Novembro, 1410",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 1310","Rua Xv de Novembro, 1310",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 1259","Rua Xv de Novembro, 1259",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 1109","Rua Xv de Novembro, 1109",3,caixa corrigida
endereco,logradouro,"R. das Flores, 971","Rua das Flores, 971",3,abreviação expandida
endereco,logradouro,"R. das Flores, 869","Rua das Flores, 869",3,abreviação expandida
endereco,logradouro,"Rua XV de Novembro, 3372","Rua Xv de Novembro, 3372",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 3335","Rua Xv de Novembro, 3335",3,caixa corrigida
endereco,logradouro,"R. das Flores, 58","Rua das Flores, 58",3,abreviação expandida
endereco,logradouro,"R. das Flores, 4797","Rua das Flores, 4797",3,abreviação expandida
endereco,logradouro,"R. das Flores, 4675","Rua das Flores, 4675",3,abreviação expandida
endereco,logradouro,"R. das Flores, 4614","Rua das Flores, 4614",3,abreviação expandida
endereco,logradouro,"R. das Flores, 4604","Rua das Flores, 4604",3,abreviação expandida
endereco,logradouro,"Rua XV de Novembro, 2639","Rua Xv de Novembro, 2639",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2590","Rua Xv de Novembro, 2590",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2526","Rua Xv de Novembro, 2526",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2491","Rua Xv de Novembro, 2491",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2478","Rua Xv de Novembro, 2478",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2343","Rua Xv de Novembro, 2343",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2187","Rua Xv de Novembro, 2187",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 3274","Rua Xv de Novembro, 3274",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 3181","Rua Xv de Novembro, 3181",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 3143","Rua Xv de Novembro, 3143",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2087","Rua Xv de Novembro, 2087",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 1963","Rua Xv de Novembro, 1963",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 1826","Rua Xv de Novembro, 1826",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 174","Rua Xv de Novembro, 174",3,caixa corrigida
endereco,logradouro,"R. Projetada, 1098","Rua Projetada, 1098",3,abreviação expandida
endereco,logradouro,"R. Projetada, 1028","Rua Projetada, 1028",3,abreviação expandida
endereco,logradouro,"R. Brasil, 4019","Rua Brasil, 4019",3,abreviação expandida
endereco,logradouro,"R. Brasil, 4003","Rua Brasil, 4003",3,abreviação expandida
endereco,logradouro,"R. DAS FLORES, 2740","Rua das Flores, 2740",3,caixa alta corrigida
endereco,logradouro,"R. DAS FLORES, 21","Rua das Flores, 21",3,caixa alta corrigida
endereco,logradouro,"R. Brasil, 4102","Rua Brasil, 4102",3,abreviação expandida
endereco,logradouro,"R. Brasil, 4910","Rua Brasil, 4910",3,abreviação expandida
endereco,logradouro,"R. Brasil, 4829","Rua Brasil, 4829",3,abreviação expandida
endereco,logradouro,"Rua XV de Novembro, 759","Rua Xv de Novembro, 759",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 704","Rua Xv de Novembro, 704",3,caixa corrigida
endereco,logradouro,"R. Brasil, 4671","Rua Brasil, 4671",3,abreviação expandida
endereco,logradouro,"R. Brasil, 4656","Rua Brasil, 4656",3,abreviação expandida
endereco,logradouro,"R. Brasil, 4284","Rua Brasil, 4284",3,abreviação expandida
endereco,cidade,SAO JOSE DO RIO PRETO,São José do Rio Preto,3,acento restaurado
endereco,logradouro,"Rua XV de Novembro, 957","Rua Xv de Novembro, 957",3,caixa corrigida
endereco,cidade,BARUERI,Barueri,3,caixa alta corrigida
endereco,logradouro,"Rua XV de Novembro, 2904","Rua Xv de Novembro, 2904",3,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 949","Rua Xv de Novembro, 949",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2916","Rua Xv de Novembro, 2916",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2909","Rua Xv de Novembro, 2909",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2897","Rua Xv de Novembro, 2897",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2895","Rua Xv de Novembro, 2895",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2893","Rua Xv de Novembro, 2893",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 934","Rua Xv de Novembro, 934",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 941","Rua Xv de Novembro, 941",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 942","Rua Xv de Novembro, 942",2,caixa corrigida
endereco,logradouro,"R. Brasil, 4290","Rua Brasil, 4290",2,abreviação expandida
endereco,logradouro,"R. Brasil, 4306","Rua Brasil, 4306",2,abreviação expandida
endereco,logradouro,"R. Brasil, 4325","Rua Brasil, 4325",2,abreviação expandida
endereco,logradouro,"R. Brasil, 4327","Rua Brasil, 4327",2,abreviação expandida
endereco,logradouro,"R. Brasil, 435","Rua Brasil, 435",2,abreviação expandida
endereco,logradouro,"R. Brasil, 4372","Rua Brasil, 4372",2,abreviação expandida
endereco,logradouro,"R. Brasil, 4408","Rua Brasil, 4408",2,abreviação expandida
endereco,logradouro,"R. Brasil, 4256","Rua Brasil, 4256",2,abreviação expandida
endereco,logradouro,"R. Brasil, 4414","Rua Brasil, 4414",2,abreviação expandida
endereco,logradouro,"R. Brasil, 4421","Rua Brasil, 4421",2,abreviação expandida
endereco,logradouro,"R. Brasil, 4438","Rua Brasil, 4438",2,abreviação expandida
endereco,logradouro,"R. Brasil, 4441","Rua Brasil, 4441",2,abreviação expandida
endereco,logradouro,"R. Brasil, 4442","Rua Brasil, 4442",2,abreviação expandida
endereco,logradouro,"R. BRASIL, 27","Rua Brasil, 27",2,caixa alta corrigida
endereco,logradouro,"Rua XV de Novembro, 2656","Rua Xv de Novembro, 2656",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2670","Rua Xv de Novembro, 2670",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 269","Rua Xv de Novembro, 269",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2697","Rua Xv de Novembro, 2697",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2702","Rua Xv de Novembro, 2702",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2706","Rua Xv de Novembro, 2706",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 272","Rua Xv de Novembro, 272",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2741","Rua Xv de Novembro, 2741",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2750","Rua Xv de Novembro, 2750",2,caixa corrigida
endereco,logradouro,"R. BRASIL, 2596","Rua Brasil, 2596",2,caixa alta corrigida
endereco,logradouro,"Rua XV de Novembro, 2757","Rua Xv de Novembro, 2757",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 277","Rua Xv de Novembro, 277",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2789","Rua Xv de Novembro, 2789",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2790","Rua Xv de Novembro, 2790",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2920","Rua Xv de Novembro, 2920",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2481","Rua Xv de Novembro, 2481",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2499","Rua Xv de Novembro, 2499",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2515","Rua Xv de Novembro, 2515",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2516","Rua Xv de Novembro, 2516",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2532","Rua Xv de Novembro, 2532",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2535","Rua Xv de Novembro, 2535",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2541","Rua Xv de Novembro, 2541",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 256","Rua Xv de Novembro, 256",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2564","Rua Xv de Novembro, 2564",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2572","Rua Xv de Novembro, 2572",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2583","Rua Xv de Novembro, 2583",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2598","Rua Xv de Novembro, 2598",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2599","Rua Xv de Novembro, 2599",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2610","Rua Xv de Novembro, 2610",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2618","Rua Xv de Novembro, 2618",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2630","Rua Xv de Novembro, 2630",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2196","Rua Xv de Novembro, 2196",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2203","Rua Xv de Novembro, 2203",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2204","Rua Xv de Novembro, 2204",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 224","Rua Xv de Novembro, 224",2,caixa corrigida
endereco,logradouro,"R. BRASIL, 3067","Rua Brasil, 3067",2,caixa alta corrigida
endereco,logradouro,"R. BRASIL, 3089","Rua Brasil, 3089",2,caixa alta corrigida
endereco,logradouro,"Rua XV de Novembro, 2251","Rua Xv de Novembro, 2251",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2353","Rua Xv de Novembro, 2353",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2392","Rua Xv de Novembro, 2392",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2403","Rua Xv de Novembro, 2403",2,caixa corrigida
endereco,logradouro,"Rua XV de Novembro, 2425","Rua Xv de Novembro, 2425",2,caixa corrigida
